time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-27T17:36:26.900Z,34.0311667,-116.8076667,12.95,2.87,ml,134,17,0.003974,0.18,ci,ci37950727,2018-07-27T03:53:00.907Z,"13km N of Cabazon, CA",earthquake,0.11,0.27,0.138,203,reviewed,ci,ci
2018-05-27T03:49:22.100Z,36.1763333,-120.2978333,8.48,2.63,md,52,138,0.1695,0.07,nc,nc73021330,2018-05-30T04:51:03.053Z,"7km NE of Coalinga, CA",earthquake,0.29,0.72,0.147,77,reviewed,nc,nc
2018-05-27T01:24:27.120Z,37.856,-121.9791667,7.45,2.74,md,129,53,0.03133,0.13,nc,nc73021235,2018-06-01T05:13:46.944Z,"3km NW of Diablo, CA",earthquake,0.12,0.16,0.144,100,reviewed,nc,nc
2018-05-26T22:56:54.510Z,36.6603333,-121.2786667,2.32,3.1,ml,66,60,0.05724,0.07,nc,nc73021190,2018-08-21T21:23:53.040Z,"15km SSE of Tres Pinos, CA",earthquake,0.11,0.52,0.156,31,reviewed,nc,nc
2018-05-26T18:51:16.230Z,33.5848333,-116.6453333,12.83,2.9,ml,134,15,0.02192,0.21,ci,ci37950015,2018-08-21T21:23:53.040Z,"4km NE of Anza, CA",earthquake,0.11,0.19,0.143,187,reviewed,ci,ci
2018-05-26T18:50:18.990Z,33.878,-116.8656667,15.5,2.51,ml,131,21,0.07206,0.18,ci,ci37950007,2018-07-27T03:00:44.075Z,"5km S of Banning, CA",earthquake,0.11,0.27,0.133,150,reviewed,ci,ci
2018-05-25T07:25:54.060Z,46.3955,-123.2906667,16.34,2.95,ml,43,40,0.08999,0.18,uw,uw61392776,2018-08-21T21:23:50.040Z,"22km NNE of Cathlamet, Washington",earthquake,0.28,1.13,0.148,28,reviewed,uw,uw
2018-05-24T23:28:58.610Z,32.3275,-115.2158333,26.65,2.69,ml,23,193,0.1209,0.27,ci,ci37948903,2018-07-27T03:28:51.815Z,"4km SW of Delta, B.C., MX",earthquake,0.59,0.81,0.198,23,reviewed,ci,ci
2018-05-24T17:49:40.060Z,40.3486667,-124.355,15.17,2.81,md,20,223,0.05662,0.09,nc,nc73020325,2018-05-25T04:15:49.377Z,"6km WNW of Petrolia, CA",earthquake,0.66,0.28,0.169,48,reviewed,nc,nc
2018-05-24T15:24:17.950Z,35.0363333,-119.1396667,1.06,2.51,ml,45,62,0.2002,0.3,ci,ci37948519,2018-07-27T03:26:21.241Z,"21km N of Pine Mountain Club, CA",earthquake,0.3,1.11,0.13,93,reviewed,ci,ci
2018-05-24T00:14:21.570Z,36.7341667,-121.4178333,6.43,2.7,md,63,53,0.03802,0.13,nc,nc73019985,2018-05-25T07:25:48.075Z,"10km SSW of Ridgemark, CA",earthquake,0.15,0.29,0.158,94,reviewed,nc,nc
2018-05-23T23:48:29.630Z,40.6568333,-122.4116667,24.28,2.68,md,19,51,0.08476,0.05,nc,nc73019975,2018-05-24T15:15:41.502Z,"4km SW of Shasta Lake, CA",earthquake,0.26,0.46,0.133,47,reviewed,nc,nc
2018-05-23T21:56:02.900Z,41.0986667,-125.3923333,24.27,2.73,md,31,263,1.014,0.18,nc,nc73019940,2018-05-24T01:17:03.198Z,"105km W of Trinidad, CA",earthquake,1.13,13.83,0.186,25,reviewed,nc,nc
2018-05-23T06:11:45.340Z,32.6488333,-115.8705,9.81,2.98,ml,56,70,0.04369,0.24,ci,ci37947407,2018-08-21T21:23:48.040Z,"15km SE of Ocotillo, CA",earthquake,0.26,0.44,0.167,132,reviewed,ci,ci
2018-05-23T02:22:26.010Z,32.8498333,-118.4256667,8.19,2.91,ml,13,270,0.08346,0.22,ci,ci37947119,2018-07-27T03:25:14.237Z,"8km WNW of San Clemente Is. (SE tip), CA",earthquake,0.9,1.02,0.133,81,reviewed,ci,ci
2018-05-22T15:46:46.590Z,39.0836667,-122.447,11.42,2.64,md,17,104,0.06927,0.23,nc,nc73019360,2018-05-27T01:33:57.781Z,"20km ENE of Clearlake Oaks, CA",earthquake,0.66,2.39,0.398,27,reviewed,nc,nc
2018-05-21T03:05:55.260Z,33.6,-116.6351667,15.29,2.62,ml,105,20,0.03274,0.18,ci,ci37945583,2018-07-27T03:57:25.586Z,"6km NE of Anza, CA",earthquake,0.12,0.2,0.164,25,reviewed,ci,ci
2018-05-21T02:21:06.030Z,35.3046667,-118.5928333,5.5,2.5,ml,47,42,0.1075,0.18,ci,ci37945527,2018-07-27T04:00:05.824Z,"23km NW of Tehachapi, CA",earthquake,0.16,0.66,0.157,88,reviewed,ci,ci
2018-05-20T15:13:58.080Z,40.364,-124.9845,9.5,2.61,md,43,254,0.5064,0.26,nc,nc73018375,2018-05-23T01:32:03.025Z,"59km W of Petrolia, CA",earthquake,0.79,1.1,0.143,32,reviewed,nc,nc
2018-05-20T10:47:12.410Z,43.2977,-126.722,10,4.6,mb,,175,1.996,1.05,us,us1000e8y7,2018-08-15T19:46:59.040Z,"189km W of Bandon, Oregon",earthquake,7.2,1.9,0.052,112,reviewed,us,us
2018-05-19T23:32:50.290Z,33.4468333,-116.6056667,8.32,2.56,ml,123,20,0.03456,0.2,ci,ci37944615,2018-07-27T03:54:26.918Z,"14km SSE of Anza, CA",earthquake,0.11,0.26,0.154,140,reviewed,ci,ci
2018-05-19T19:26:51.100Z,33.4958333,-116.8083333,2.62,3.45,ml,161,27,0.09129,0.23,ci,ci37944431,2018-08-15T19:46:58.040Z,"8km NE of Aguanga, CA",earthquake,0.09,0.47,0.158,340,reviewed,ci,ci
2018-05-19T19:24:14.430Z,33.495,-116.8085,2.02,2.97,ml,141,27,0.09202,0.23,ci,ci37944407,2018-08-15T19:46:58.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.29,0.173,175,reviewed,ci,ci
2018-05-19T14:47:51.609Z,40.5229,-118.6561,2.2,2.5,ml,24,91.65,0.986,0.146,nn,nn00635936,2018-08-15T19:46:58.040Z,"41km NNW of Lovelock, Nevada",earthquake,,2.1,0.25,14,reviewed,nn,nn
2018-05-17T20:52:28.360Z,40.3251667,-124.3555,23.45,2.61,md,21,229,0.05184,0.12,nc,nc73017245,2018-05-18T11:22:33.062Z,"6km W of Petrolia, CA",earthquake,0.66,0.31,0.134,32,reviewed,nc,nc
2018-05-17T09:42:00.830Z,40.4835,-124.801,23.12,2.82,md,61,250,0.3537,0.18,nc,nc73017055,2018-05-18T03:13:02.387Z,"46km WSW of Ferndale, CA",earthquake,0.82,3.95,0.172,56,reviewed,nc,nc
2018-05-16T22:01:08.290Z,40.7918333,-123.6373333,24.34,2.94,ml,55,43,0.1099,0.13,nc,nc73016880,2018-05-17T06:44:02.252Z,"16km S of Willow Creek, CA",earthquake,0.2,0.7,0.206,19,reviewed,nc,nc
2018-05-16T21:32:11.860Z,37.257,-121.6341667,5.28,3.15,ml,183,42,0.03114,0.13,nc,nc73016870,2018-08-15T19:46:54.040Z,"14km N of Morgan Hill, CA",earthquake,0.08,0.2,0.126,52,reviewed,nc,nc
2018-05-16T18:08:47.280Z,40.6156667,-121.8101667,15.9,2.97,md,33,56,0.1085,0.12,nc,nc73016820,2018-08-15T19:46:54.040Z,"15km NNE of Shingletown, CA",earthquake,0.22,0.66,0.164,62,reviewed,nc,nc
2018-05-16T11:30:55.360Z,40.4891667,-124.3156667,19.94,2.93,md,21,147,0.02148,0.13,nc,nc73016700,2018-08-15T19:46:53.040Z,"11km SSW of Ferndale, CA",earthquake,0.61,0.31,0.171,63,reviewed,nc,nc
2018-05-15T23:39:24.330Z,41.9951,-126.8169,10,3.8,mb,,258,1.94,0.65,us,us1000e808,2018-08-15T19:46:52.040Z,"203km WSW of Gold Beach, Oregon",earthquake,6.4,2,0.18,8,reviewed,us,us
2018-05-15T02:18:35.000Z,37.8053333,-122.202,8.77,3.45,mw,280,7,0.01381,0.15,nc,nc73016050,2019-10-15T05:57:10.565Z,"3km ENE of Oakland, CA",earthquake,0.08,0.13,,4,reviewed,nc,nc
2018-05-14T08:44:25.750Z,40.6876,-127.0819,10,3.1,ml,,239,2.1,0.79,us,us1000e4k8,2018-08-15T19:46:49.040Z,"238km W of Ferndale, California",earthquake,5.5,2,0.048,58,reviewed,us,us
2018-05-14T08:15:54.580Z,41.6636658,-124.857666,13.47,3.2,ml,20,240,0.723,0.18,nc,nc73016111,2018-08-15T19:46:49.040Z,"55km W of Crescent City, CA",earthquake,2.3,16.71,0.183,5,automatic,nc,nc
2018-05-13T20:54:46.284Z,41.2895,-116.2548,10.7,3.2,ml,11,162.74,0.286,0.175,nn,nn00634933,2018-08-08T15:21:43.040Z,"65km NW of Elko, Nevada",earthquake,,2.4,0.28,9,reviewed,nn,nn
2018-05-13T15:50:32.880Z,33.0566667,-115.918,1.42,2.83,ml,80,23,0.0998,0.27,ci,ci38172352,2018-07-27T03:52:15.431Z,"22km ESE of Ocotillo Wells, CA",earthquake,0.19,0.56,0.165,25,reviewed,ci,ci
2018-05-13T14:33:23.800Z,33.0448333,-115.9288333,1.35,3.25,ml,120,23,0.1142,0.27,ci,ci38172320,2018-08-08T15:21:37.040Z,"22km ESE of Ocotillo Wells, CA",earthquake,0.14,0.43,0.133,81,reviewed,ci,ci
2018-05-13T12:05:47.300Z,33.056,-115.9193333,1.51,3.52,ml,127,23,0.1011,0.27,ci,ci38172104,2018-08-08T15:21:35.040Z,"22km ESE of Ocotillo Wells, CA",earthquake,0.15,0.43,0.129,78,reviewed,ci,ci
2018-05-13T11:43:18.810Z,33.0533333,-115.9206667,1.29,2.55,ml,52,29,0.1036,0.25,ci,ci38172096,2018-07-27T04:18:01.632Z,"22km ESE of Ocotillo Wells, CA",earthquake,0.3,0.82,0.096,26,reviewed,ci,ci
2018-05-13T11:34:45.020Z,33.0578333,-115.9198333,1.38,2.72,ml,75,23,0.1004,0.28,ci,ci38172088,2018-07-27T04:06:54.538Z,"22km ESE of Ocotillo Wells, CA",earthquake,0.22,0.62,0.126,26,reviewed,ci,ci
2018-05-13T04:08:57.100Z,31.7235,-116.3098333,21.53,2.81,ml,18,170,0.3345,0.21,ci,ci38171896,2018-07-27T02:27:34.153Z,"24km E of Maneadero, B.C., MX",earthquake,0.4,0.77,0.134,105,reviewed,ci,ci
2018-05-13T00:48:06.820Z,33.043,-115.9193333,2.16,3.41,ml,121,24,0.1093,0.27,ci,ci38171808,2018-08-08T15:21:23.040Z,"23km ESE of Ocotillo Wells, CA",earthquake,0.15,0.44,0.158,80,reviewed,ci,ci
2018-05-13T00:37:11.100Z,33.048,-115.9243333,1.94,3.19,ml,117,22,0.1093,0.28,ci,ci38171784,2018-08-08T15:21:22.040Z,"22km ESE of Ocotillo Wells, CA",earthquake,0.15,0.51,0.133,68,reviewed,ci,ci
2018-05-13T00:35:03.450Z,33.0406667,-115.9205,2.66,3.69,ml,78,27,0.1116,0.33,ci,ci37186460,2018-08-08T15:21:54.040Z,"23km ESE of Ocotillo Wells, CA",earthquake,0.24,0.59,0.136,81,reviewed,ci,ci
2018-05-13T00:34:57.630Z,33.0446667,-115.9178333,6.62,3.49,ml,121,24,0.1073,0.29,ci,ci38171768,2018-08-08T15:21:22.040Z,"23km ESE of Ocotillo Wells, CA",earthquake,0.18,0.9,0.159,80,reviewed,ci,ci
2018-05-13T00:28:56.720Z,33.0478333,-115.9186667,2.27,3.46,ml,128,24,0.1057,0.27,ci,ci38171760,2018-08-08T15:21:21.040Z,"22km ESE of Ocotillo Wells, CA",earthquake,0.14,0.4,0.168,80,reviewed,ci,ci
2018-05-12T17:19:27.070Z,41.4913,-127.006,8.38,3,ml,,244,2.198,0.91,us,us1000e75k,2018-08-08T15:22:16.040Z,"234km WSW of Brookings, Oregon",earthquake,4.1,9.3,0.049,54,reviewed,us,us
2018-05-12T07:14:14.550Z,34.0215,-117.2263333,15.73,2.81,ml,179,23,0.01684,0.18,ci,ci38171392,2019-01-30T08:34:22.378Z,"4km SE of Loma Linda, CA",earthquake,0.1,0.2,0.163,257,reviewed,ci,ci
2018-05-12T05:10:09.360Z,33.7043333,-116.7678333,16.44,2.6,ml,120,15,0.04763,0.18,ci,ci38171344,2018-07-27T03:01:07.032Z,"6km SW of Idyllwild, CA",earthquake,0.11,0.24,0.281,25,reviewed,ci,ci
2018-05-12T02:54:50.450Z,41.2083333,-124.1105,29.33,2.67,md,13,186,0.08304,0.05,nc,nc73015171,2018-05-15T21:50:02.293Z,"16km N of Trinidad, CA",earthquake,0.78,0.54,0.158,24,reviewed,nc,nc
2018-05-11T21:35:51.270Z,36.9368333,-121.4306667,7.02,2.58,md,67,65,0.05096,0.09,nc,nc73015061,2018-05-15T18:05:01.569Z,"10km NNW of Hollister, CA",earthquake,0.12,0.38,0.126,67,reviewed,nc,nc
2018-05-10T04:04:25.300Z,38.8045,-122.8053333,1.04,2.57,md,57,25,0.008568,0.09,nc,nc73014396,2018-05-15T03:00:02.737Z,"5km NW of The Geysers, CA",earthquake,0.13,0.21,0.24,39,reviewed,nc,nc
2018-05-10T02:59:56.520Z,38.7961667,-122.7765,-0.56,2.66,md,45,58,0.009408,0.07,nc,nc73014296,2018-05-11T03:48:02.643Z,"3km NW of The Geysers, CA",earthquake,0.12,0.26,0.281,25,reviewed,nc,nc
2018-05-10T02:59:27.510Z,38.7995,-122.7831667,-0.22,3.1,mw,57,38,0.007323,0.08,nc,nc73014286,2018-08-08T15:19:58.040Z,"3km NW of The Geysers, CA",earthquake,0.08,0.18,,3,reviewed,nc,nc
2018-05-10T02:58:30.910Z,38.81,-122.7971667,1.89,4.19,mw,79,34,0.002497,0.1,nc,nc73014276,2018-11-10T20:09:42.017Z,"5km NW of The Geysers, CA",earthquake,0.11,0.17,,4,reviewed,nc,nc
2018-05-09T17:03:41.150Z,33.5196667,-116.5756667,10.62,2.84,ml,121,24,0.03301,0.18,ci,ci38169344,2018-07-27T02:40:16.563Z,"10km ESE of Anza, CA",earthquake,0.1,0.15,0.157,163,reviewed,ci,ci
2018-05-09T07:13:10.350Z,31.9471667,-116.2928333,20.08,3.22,ml,36,116,0.2986,0.26,ci,ci38168952,2018-08-08T15:19:44.040Z,"32km ENE of Ensenada, B.C., MX",earthquake,0.37,0.95,0.171,201,reviewed,ci,ci
2018-05-08T21:08:58.330Z,34.0133333,-116.7898333,12.92,2.64,ml,82,23,0.02638,0.13,ci,ci38168704,2018-07-27T03:41:52.018Z,"11km N of Cabazon, CA",earthquake,0.12,0.3,0.149,25,reviewed,ci,ci
2018-05-08T17:11:18.630Z,33.9978333,-116.7705,11.88,2.55,ml,96,21,0.04842,0.22,ci,ci38168456,2018-07-27T03:27:07.679Z,"9km N of Cabazon, CA",earthquake,0.15,0.45,0.167,126,reviewed,ci,ci
2018-05-08T11:51:53.440Z,34.0176667,-116.8003333,12.66,3.2,ml,143,23,0.0185,0.17,ci,ci38167864,2018-08-08T15:19:31.040Z,"11km N of Cabazon, CA",earthquake,0.09,0.25,0.195,67,reviewed,ci,ci
2018-05-08T11:49:34.020Z,34.016,-116.7798333,12.89,4.49,mw,185,18,0.03006,0.18,ci,ci38167848,2019-07-04T19:44:19.777Z,"11km N of Cabazon, CA",earthquake,0.09,0.22,,6,reviewed,ci,ci
2018-05-08T09:56:25.140Z,41.8934,-126.2058,10,2.8,ml,,232,1.508,1.11,us,us1000e0k0,2018-08-08T15:19:29.040Z,"158km WSW of Gold Beach, Oregon",earthquake,8.5,2,0.041,80,reviewed,us,us
2018-05-08T00:39:27.640Z,33.1445,-116.0795,11.07,2.52,ml,85,32,0.075,0.2,ci,ci38167584,2018-07-27T03:51:46.890Z,"5km E of Ocotillo Wells, CA",earthquake,0.14,0.38,0.171,136,reviewed,ci,ci
2018-05-07T23:51:04.070Z,40.677,-125.3246667,16,4.47,mw,79,247,0.7784,0.2,nc,nc73012946,2018-08-08T15:19:21.040Z,"90km W of Ferndale, CA",earthquake,1.09,3.24,,6,reviewed,nc,nc
2018-05-07T11:50:44.960Z,43.0604,-126.7551,10,2.8,ml,,240,2.049,0.72,us,us1000dzvm,2018-08-08T15:19:16.040Z,"187km WNW of Port Orford, Oregon",earthquake,10,2,0.045,66,reviewed,us,us
2018-05-07T08:28:18.210Z,38.8348333,-122.7846667,1.62,2.64,md,77,25,0.005693,0.05,nc,nc73012566,2018-05-09T06:00:03.006Z,"6km WNW of Cobb, CA",earthquake,0.07,0.08,0.207,57,reviewed,nc,nc
2018-05-07T03:52:12.903Z,38.4216,-118.8732,8.7,2.9,ml,37,48.88,0.092,0.1534,nn,nn00633800,2018-08-08T15:19:09.040Z,"24km WSW of Hawthorne, Nevada",earthquake,,1.5,0.21,9,reviewed,nn,nn
2018-05-07T02:03:55.040Z,38.807,-122.8243333,2.04,2.78,md,74,23,0.00422,0.06,nc,nc73012351,2018-05-10T03:20:58.132Z,"7km WNW of The Geysers, CA",earthquake,0.09,0.13,0.207,56,reviewed,nc,nc
2018-05-06T16:29:23.960Z,40.595,-125.0921667,18.43,3.18,ml,74,237,0.5874,0.23,nc,nc73012146,2018-07-27T20:20:43.040Z,"70km W of Ferndale, CA",earthquake,1.34,3.32,0.08,18,reviewed,nc,nc
2018-05-05T00:17:28.850Z,34.1548333,-117.4758333,7.09,2.59,ml,112,12,0.05504,0.18,ci,ci38164816,2018-07-27T03:33:56.469Z,"7km NNW of Fontana, CA",earthquake,0.11,0.28,0.135,24,reviewed,ci,ci
2018-05-04T20:26:00.090Z,39.3031667,-122.7735,12.26,3.04,ml,70,39,0.1323,0.13,nc,nc73010506,2018-07-27T20:20:39.040Z,"19km NE of Upper Lake, CA",earthquake,0.13,0.44,0.199,31,reviewed,nc,nc
2018-05-02T17:31:12.330Z,40.9223333,-123.6601667,28.05,2.54,md,46,61,0.07262,0.12,nc,nc73009496,2018-05-04T05:33:04.019Z,"3km SW of Willow Creek, CA",earthquake,0.23,0.46,0.121,42,reviewed,nc,nc
2018-05-02T02:24:20.840Z,38.819,-122.82,2.55,2.77,md,74,24,0.00891,0.05,nc,nc73009206,2018-05-05T05:21:04.272Z,"7km NW of The Geysers, CA",earthquake,0.11,0.16,0.112,51,reviewed,nc,nc
2018-05-01T23:34:15.620Z,33.493,-116.803,3.19,2.68,ml,121,14,0.0907,0.21,ci,ci38161976,2018-07-27T04:16:04.257Z,"8km NE of Aguanga, CA",earthquake,0.11,0.43,0.183,27,reviewed,ci,ci
2018-05-01T12:53:10.880Z,32.7838333,-118.4446667,7.73,3.28,ml,27,204,0.1358,0.29,ci,ci38161664,2018-07-27T20:20:35.040Z,"10km WSW of San Clemente Is. (SE tip), CA",earthquake,0.72,1.02,0.135,126,reviewed,ci,ci
2018-05-01T11:57:27.270Z,32.7603333,-118.4276667,7.51,2.78,ml,17,218,0.1624,0.29,ci,ci38161648,2018-07-27T02:56:46.747Z,"10km SW of San Clemente Is. (SE tip), CA",earthquake,0.9,1.27,0.135,80,reviewed,ci,ci
2018-05-01T11:53:03.230Z,32.7983333,-118.4455,7.74,3.39,ml,33,202,0.1217,0.32,ci,ci38161632,2018-07-27T20:20:35.040Z,"10km WSW of San Clemente Is. (SE tip), CA",earthquake,0.61,0.83,0.163,311,reviewed,ci,ci
2018-05-01T11:22:22.130Z,32.7871667,-118.439,8.42,3.74,ml,62,196,0.134,0.32,ci,ci38161520,2018-07-27T20:20:35.040Z,"10km WSW of San Clemente Is. (SE tip), CA",earthquake,0.46,0.65,0.158,336,reviewed,ci,ci
2018-05-01T10:26:45.260Z,31.5146667,-115.615,12.58,3.29,ml,16,105,0.1896,0.15,ci,ci38161496,2018-07-27T20:20:35.040Z,"90km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.29,0.74,0.182,92,reviewed,ci,ci
2018-05-01T10:16:56.860Z,37.8805,-121.9796667,5.69,2.57,md,102,42,0.0418,0.19,nc,nc73009016,2018-05-06T19:08:27.455Z,"5km NNW of Diablo, CA",earthquake,0.15,0.26,0.177,78,reviewed,nc,nc
2018-04-30T11:55:02.750Z,37.8736667,-121.988,6.05,3.3,mw,137,43,0.0368,0.19,nc,nc73008716,2018-07-27T20:20:34.040Z,"5km NE of Alamo, CA",earthquake,0.13,0.2,,4,reviewed,nc,nc
2018-04-30T10:06:33.580Z,33.3043333,-116.4213333,10.38,2.79,ml,96,32,0.03621,0.17,ci,ci38160896,2018-07-27T03:48:29.101Z,"7km NW of Borrego Springs, CA",earthquake,0.15,0.31,0.179,26,reviewed,ci,ci
2018-04-30T07:40:55.280Z,33.283,-116.2763333,5.59,2.68,ml,114,28,0.08766,0.18,ci,ci38160856,2018-07-27T03:18:18.109Z,"10km ENE of Borrego Springs, CA",earthquake,0.11,0.42,0.267,25,reviewed,ci,ci
2018-04-30T02:20:49.970Z,43.329,-126.8201,10,4,mb,,185,2.058,0.82,us,us1000duj3,2018-11-20T01:25:28.215Z,"197km W of Bandon, Oregon",earthquake,5.7,2,0.072,52,reviewed,us,us
2018-04-29T22:55:39.120Z,31.2555,-115.616,9.36,3.51,ml,5,197,0.1975,0.13,ci,ci38160704,2018-07-27T03:56:17.370Z,"104km ESE of Maneadero, B.C., MX",earthquake,1.83,1.55,0.178,188,reviewed,ci,ci
2018-04-29T22:25:12.340Z,37.8231667,-121.9821667,7.72,2.92,md,134,58,0.01611,0.12,nc,nc73008421,2018-07-25T21:38:07.040Z,"2km E of Danville, CA",earthquake,0.12,0.15,0.161,113,reviewed,nc,nc
2018-04-29T17:38:16.030Z,37.8313333,-121.9836667,6.18,2.67,md,73,56,0.02304,0.16,nc,nc73008326,2018-05-03T04:25:04.452Z,"2km NE of Danville, CA",earthquake,0.16,0.26,0.133,75,reviewed,nc,nc
2018-04-29T17:34:35.460Z,37.8308333,-121.9781667,9.21,2.92,md,115,58,0.02432,0.16,nc,nc73008316,2018-05-04T02:25:02.130Z,"2km WSW of Diablo, CA",earthquake,0.13,0.18,0.193,90,reviewed,nc,nc
2018-04-29T10:34:25.750Z,41.3966667,-121.623,4,2.7,md,21,146,0.1838,0.08,nc,nc73008166,2018-05-05T04:06:03.508Z,"32km SE of Tennant, CA",earthquake,0.26,3.27,0.149,44,reviewed,nc,nc
2018-04-29T01:17:08.170Z,36.195,-120.7653333,7.37,2.98,md,86,94,0.03577,0.1,nc,nc73007941,2018-07-25T21:37:48.040Z,"23km NNE of San Ardo, CA",earthquake,0.15,0.24,0.15,87,reviewed,nc,nc
2018-04-28T16:28:11.360Z,36.1483333,-120.2311667,8.75,2.53,md,55,128,0.1314,0.07,nc,nc73007816,2018-05-02T04:39:02.974Z,"11km E of Coalinga, CA",earthquake,0.36,0.63,0.167,65,reviewed,nc,nc
2018-04-28T04:00:58.242Z,39.0826,-116.0408,6.9,2.6,ml,9,62.69,0.921,0.2357,nn,nn00632393,2018-07-25T21:37:34.040Z,"48km S of Eureka, Nevada",earthquake,,6,0.11,2,reviewed,nn,nn
2018-04-27T10:56:07.045Z,41.8648,-119.6378,6.2,2.7,ml,6,132.09,0.646,0.1342,nn,nn00632329,2018-07-25T21:37:22.040Z,"68km ESE of Lakeview, Oregon",earthquake,,9,0.37,3,reviewed,nn,nn
2018-04-26T08:44:33.720Z,43.7127,-125.5646,10,3.8,mb,,175,1.004,0.91,us,us1000dsjw,2018-07-25T21:36:57.040Z,"108km WNW of Barview, Oregon",earthquake,4.1,2,0.141,13,reviewed,us,us
2018-04-26T01:36:00.560Z,33.3796667,-116.2983333,13.95,3.94,mw,139,25,0.07813,0.21,ci,ci37924223,2018-11-29T17:30:16.570Z,"16km NNE of Borrego Springs, CA",earthquake,0.12,0.31,,6,reviewed,ci,ci
2018-04-25T23:30:06.960Z,33.4958333,-116.8033333,2.94,2.93,ml,150,11,0.08864,0.23,ci,ci37924015,2018-07-27T03:40:13.205Z,"8km NE of Aguanga, CA",earthquake,0.1,0.42,0.135,230,reviewed,ci,ci
2018-04-25T22:39:22.440Z,33.377,-116.2818333,13.75,2.51,ml,98,22,0.08725,0.18,ci,ci37923951,2018-07-27T03:30:42.411Z,"16km NNE of Borrego Springs, CA",earthquake,0.12,0.34,0.179,25,reviewed,ci,ci
2018-04-25T16:52:07.860Z,33.977,-117.2155,14.18,3.17,ml,154,13,0.04619,0.19,ci,ci37923679,2018-08-15T01:56:29.868Z,"6km NNE of Moreno Valley, CA",earthquake,0.11,0.22,0.165,293,reviewed,ci,ci
2018-04-25T11:55:39.190Z,40.5711667,-125.3106667,22.97,2.79,md,32,256,0.748,0.28,nc,nc73005816,2018-07-25T21:36:40.040Z,"88km W of Ferndale, CA",earthquake,3.34,12.1,0.158,27,reviewed,nc,nc
2018-04-25T09:47:45.850Z,33.8245,-115.5606667,2.95,2.56,ml,40,58,0.1338,0.15,ci,ci37923167,2018-07-27T04:17:54.184Z,"19km NW of Desert Center, CA",earthquake,0.17,0.75,0.151,115,reviewed,ci,ci
2018-04-25T06:19:24.480Z,34.8518333,-116.3995,1.5,2.87,ml,27,69,0.05758,0.16,ci,ci37923007,2018-07-27T03:13:22.756Z,"26km WNW of Ludlow, CA",earthquake,0.17,0.36,0.149,170,reviewed,ci,ci
2018-04-24T22:30:25.730Z,36.9401667,-121.434,6.89,2.68,md,76,58,0.04926,0.08,nc,nc73004941,2018-04-29T16:38:51.359Z,"11km NNW of Hollister, CA",earthquake,0.11,0.3,0.173,97,reviewed,nc,nc
2018-04-23T00:46:08.900Z,33.921,-116.3216667,8.25,3.87,mw,101,27,0.07503,0.15,ci,ci37920791,2018-07-27T03:26:57.191Z,"13km NNE of Thousand Palms, CA",earthquake,0.09,0.32,,4,reviewed,ci,ci
2018-04-22T23:03:54.960Z,33.4931667,-116.8065,2.67,2.9,ml,148,15,0.09237,0.23,ci,ci37920751,2018-07-27T03:14:18.429Z,"8km NE of Aguanga, CA",earthquake,0.1,0.49,0.186,197,reviewed,ci,ci
2018-04-22T19:58:15.050Z,37.62,-118.8656667,5.58,2.57,md,43,76,0.002378,0.04,nc,nc73003366,2018-04-25T04:32:03.320Z,"10km E of Mammoth Lakes, CA",earthquake,0.22,0.25,0.264,46,reviewed,nc,nc
2018-04-22T17:53:09.950Z,32.409,-115.224,7.51,2.68,ml,26,107,0.06931,0.36,ci,ci37920607,2018-07-27T03:34:03.000Z,"7km NNW of Delta, B.C., MX",earthquake,0.54,1.18,0.168,59,reviewed,ci,ci
2018-04-22T16:04:16.550Z,37.475,-118.5535,13.55,3.6,mw,47,44,0.09967,0.07,nc,nc73002966,2019-04-15T19:50:09.517Z,"8km NNE of Round Valley, CA",earthquake,0.24,0.51,,5,reviewed,nc,nc
2018-04-22T12:22:55.580Z,33.4813333,-118.224,9.59,2.73,ml,64,102,0.1748,0.25,ci,ci37920271,2018-07-27T03:02:34.029Z,"18km NNE of Avalon, CA",earthquake,0.23,0.72,0.178,147,reviewed,ci,ci
2018-04-22T05:23:27.080Z,36.1971667,-120.779,5.25,3.11,ml,88,83,0.02596,0.11,nc,nc73002681,2018-07-17T02:05:35.040Z,"23km NNE of San Ardo, CA",earthquake,0.14,0.24,0.153,25,reviewed,nc,nc
2018-04-21T22:36:55.370Z,38.8295,-122.8075,1.96,2.71,ml,77,23,0.01608,0.06,nc,nc73002476,2018-04-27T21:24:18.608Z,"7km NW of The Geysers, CA",earthquake,0.11,0.14,0.215,30,reviewed,nc,nc
2018-04-21T09:56:23.710Z,41.9398,-125.5964,10,2.6,ml,,259,0.98,0.96,us,us1000dqwa,2018-07-17T02:05:34.040Z,"109km W of Brookings, Oregon",earthquake,3.5,2,0.052,48,reviewed,us,us
2018-04-21T03:43:54.110Z,37.8276667,-121.9806667,7.26,2.91,md,122,57,0.0206,0.15,nc,nc73002081,2019-03-14T00:42:08.308Z,"2km ENE of Danville, CA",earthquake,0.12,0.13,0.183,95,reviewed,nc,nc
